Full_Name,Team,Position,Overall,Madden_Year
Jeremy Boykins,TEN,CB,59,2018
Donald Payne,BAL,LOLB,59,2018
Jack Allen,NO,C,59,2018
Lorenzo Doss,DEN,CB,70,2018
Jimmy Staten IV,TEN,RE,58,2018
Luke Rhodes,IND,MLB,58,2018
Taylor Heinicke,MIN,QB,58,2018
Jonathan Krause,TEN,WR,58,2018
Will Parks,DEN,SS,69,2018
Zak DeOssie,NYG,TE,55,2018
Jon Dorenbos,PHI,TE,44,2018
Derek Hart,GB,TE,44,2018
Nolan Frese,SEA,TE,39,2018
Trent Williams,WAS,LT,95,2018
David Johnson,ARI,HB,94,2018
Malcolm Butler,NE,CB,92,2018
Damon Harrison,NYG,DT,89,2018
Andrew Whitworth,LAR,LT,89,2018
Dont'a Hightower,NE,MLB,89,2018
Olivier Vernon,NYG,RE,88,2018
Jarvis Landry,MIA,WR,88,2018
Joey Bosa,LAC,LE,88,2018
Justin Pugh,NYG,LG,86,2018
Ka'Deem Carey,CHI,HB,72,2018
James Harrison,PIT,ROLB,86,2018
Danielle Hunter,MIN,LE,86,2018
Garrett Celek,SF,TE,70,2018
Zach Brown,WAS,MLB,85,2018
Stevie Tu'Ikolovatu,TB,DT,67,2018
Kelvin Benjamin,CAR,WR,85,2018
Marquette King,OAK,P,85,2018
Michael Thomas,NO,WR,84,2018
Chris Jones,KC,RE,84,2018
Jerel Worthy,BUF,DT,70,2018
Byron Jones,DAL,FS,84,2018
Adam Vinatieri,IND,K,84,2018
Julius Peppers,CAR,RE,83,2018
Mario Addison,CAR,RE,83,2018
Joe Berger,MIN,RG,83,2018
Vic Beasley Jr,ATL,LOLB,83,2018
Malik Jackson,JAX,DT,83,2018
Keanu Neal,ATL,SS,83,2018
Danny Shelton,CLE,DT,82,2018
Markus Golden,ARI,LOLB,82,2018
Telvin Smith,JAX,ROLB,82,2018
Brent Celek,PHI,TE,82,2018
Brandon Fusco,SF,LG,70,2018
Mike Adams,CAR,FS,81,2018
Adam Thielen,MIN,WR,81,2018
Willie Snead IV,NO,WR,81,2018
Dwight Lowery,LAC,FS,81,2018
Eric Ebron,DET,TE,81,2018
Billy Winn,DEN,LE,68,2018
Tim Jernigan,PHI,DT,81,2018
Trent Murphy,WAS,ROLB,81,2018
Cre'Von LeBlanc,CHI,CB,71,2018
Mike Mitchell,PIT,FS,81,2018
Vernon Davis,WAS,TE,80,2018
Josh Kline,TEN,RG,80,2018
Sterling Shepard,NYG,WR,80,2018
Mitch Unrein,CHI,RE,71,2018
Roosevelt Nix,PIT,FB,80,2018
Sebastian Janikowski,OAK,K,80,2018
Ted Ginn Jr,NO,WR,79,2018
Ryan Kelly,IND,C,79,2018
Alex Boone,MIN,LG,79,2018
Derrick Henry,TEN,HB,79,2018
DeShawn Shead,SEA,CB,79,2018
B.W. Webb,CHI,CB,71,2018
Vinny Curry,PHI,RE,79,2018
La'el Collins,DAL,RT,79,2018
Branden Oliver,LAC,HB,79,2018
DaQuan Jones,TEN,LE,78,2018
Kareem Jackson,HOU,CB,78,2018
Greg Mancz,HOU,C,78,2018
Josh Gordon,CLE,WR,78,2018
Barkevious Mingo,IND,ROLB,78,2018
Sheldon Rankins,NO,DT,78,2018
Ramon Humber,BUF,LOLB,69,2018
Rob Havenstein,LAR,RT,77,2018
Mike Tolbert,BUF,FB,77,2018
Trent Taylor,SF,WR,70,2018
Mike Iupati,ARI,LG,77,2018
Keith Smith,DAL,FB,77,2018
Ahkello Witherspoon,SF,CB,71,2018
Damarious Randall,GB,CB,77,2018
Austin Hooper,ATL,TE,77,2018
Eli Apple,NYG,CB,77,2018
Mason Crosby,GB,K,77,2018
Jason Kelce,PHI,C,76,2018
Tony Lippett,MIA,CB,76,2018
Jeremy Lane,SEA,CB,76,2018
Will Davis,SF,CB,70,2018
Chris Conley,KC,WR,76,2018
Kevin Byard,TEN,FS,76,2018
Robbie Gould,SF,K,76,2018
Graham Gano,CAR,K,76,2018
Steven Hauschka,BUF,K,76,2018
Lane Taylor,GB,LG,75,2018
Steve McLendon,NYJ,DT,75,2018
Vernon Butler,CAR,DT,75,2018
Derrick Shelby,ATL,DT,75,2018
C.J. Wilson,CHI,DT,71,2018
Marcus Williams,NO,FS,75,2018
Andrew Franks,MIA,K,75,2018
Jarvis Harrison,TB,RG,66,2018
Ahtyba Rubin,SEA,DT,74,2018
Cedric Thornton,DAL,DT,74,2018
Andrus Peat,NO,LG,74,2018
Darren Fells,DET,TE,74,2018
E.J. Gaines,LAR,CB,74,2018
DeAndre Washington,OAK,HB,74,2018
Amara Darboh,SEA,WR,74,2018
Emmanuel Ogbah,CLE,LE,74,2018
Xavien Howard,MIA,CB,74,2018
P.J. Williams,NO,CB,74,2018
Seth Roberts,OAK,WR,73,2018
Spencer Paysinger,NYJ,MLB,73,2018
Tom Compton,CHI,RG,72,2018
Devontae Booker,DEN,HB,73,2018
MyCole Pruitt,CHI,TE,71,2018
T.Y. McGill,IND,DT,73,2018
Jared Goff,LAR,QB,73,2018
De'Vondre Campbell,ATL,ROLB,73,2018
Sean Davis,PIT,SS,73,2018
Curtis Samuel,CAR,WR,73,2018
Haason Reddick,ARI,MLB,73,2018
JuJu Smith-Schuster,PIT,WR,73,2018
Charles Johnson,CAR,WR,73,2018
Teez Tabor,DET,CB,73,2018
Logan Paulsen,SF,TE,70,2018
Austin Howard,OAK,RT,72,2018
Joe Barksdale,LAC,RT,72,2018
Darron Lee,NYJ,MLB,72,2018
Blaine Gabbert,ARI,QB,72,2018
Maliek Collins,DAL,DT,72,2018
Ethan Westbrooks,LAR,LE,72,2018
Tom Savage,HOU,QB,72,2018
Nathan Peterman,BUF,QB,72,2018
Rueben Randle,CHI,WR,71,2018
Raekwon McMillan,MIA,ROLB,72,2018
Jacoby Brissett,NE,QB,72,2018
Chris Wormley,BAL,LE,72,2018
Derek Rivers,NE,ROLB,72,2018
Zane Beadles,SF,LG,70,2018
Matt Moore,MIA,QB,71,2018
Joe Thomas,GB,MLB,71,2018
Byron Bell,DAL,RT,71,2018
Phillip Supernaw,TEN,TE,71,2018
Dakota Dozier,NYJ,RG,71,2018
Chris Prosinski,CHI,FS,70,2018
Nelson Agholor,PHI,WR,71,2018
Colt Anderson,BUF,FS,69,2018
Ken Crawley,NO,CB,71,2018
Rashad Ross,BUF,WR,66,2018
Nico Siragusa,BAL,LG,71,2018
Michael Roberts,DET,TE,71,2018
Michael Wilhoite,SEA,MLB,70,2018
Ryan Glasgow,CIN,DT,68,2018
Ty Sambrailo,DEN,RT,70,2018
Corey Fuller,NO,WR,70,2018
Chris Maragos,PHI,FS,70,2018
Chase Daniel,NO,QB,70,2018
Demetrius Harris,KC,TE,70,2018
Steven Terrell,KC,FS,70,2018
Gabe Wright,PHI,DT,70,2018
Leon McFadden,DAL,CB,70,2018
Josh Wells,JAX,RT,70,2018
Rod Johnson,CLE,LT,70,2018
Danny Vitale,CLE,FB,70,2018
Tyler Renew,ATL,FB,70,2018
Jordan Gay,TEN,K,70,2018
Matthew Slater,NE,WR,69,2018
Joshua Garnett,SF,RG,69,2018
Derek Anderson,CAR,QB,69,2018
Brenton Bersin,CAR,WR,69,2018
Mike Person,KC,LG,69,2018
Nate Orchard,CLE,LE,69,2018
Caleb Benenoch,TB,RG,66,2018
David Sharpe,OAK,LT,69,2018
Xavier Grimble,PIT,TE,69,2018
David Yankey,CAR,LG,69,2018
Robert Nelson Jr,HOU,CB,69,2018
Bronson Kaufusi,BAL,RE,69,2018
Juston Burris,NYJ,CB,69,2018
Larry Ogunjobi,CLE,DT,69,2018
Cooper Helfet,OAK,TE,69,2018
Corn Elder,CAR,CB,69,2018
Brett Hundley,GB,QB,69,2018
Michael Thomas,MIA,FS,68,2018
Tony Bergstrom,ARI,C,68,2018
Kurtis Drummond,HOU,FS,68,2018
Brandon Dunn,HOU,RE,68,2018
Josh Martin,NYJ,ROLB,68,2018
Will Holden,ARI,LT,68,2018
Rasul Douglas,PHI,CB,68,2018
Joshua Perry,LAC,ROLB,68,2018
Damontae Kazee,ATL,CB,68,2018
Cameron Artis-Payne,CAR,HB,68,2018
Chad Henne,JAX,QB,67,2018
Sean McGrath,LAC,TE,67,2018
Kapri Bibbs,SF,HB,68,2018
Vadal Alexander,OAK,RG,67,2018
Andrew Billings,CIN,DT,68,2018
Isaiah Battle,KC,RT,67,2018
D'Joun Smith,TEN,CB,67,2018
Ryan O'Malley,OAK,TE,67,2018
Jonathan Bullard,CHI,RE,69,2018
Scott Tolzien,IND,QB,66,2018
Cardale Jones,BUF,QB,66,2018
Le'Raven Clark,IND,LT,66,2018
Derrick Kindred,CLE,SS,66,2018
Connor McGovern,DEN,LG,66,2018
Landry Jones,PIT,QB,66,2018
Deji Olatoye,ATL,CB,66,2018
Brendan Langley,DEN,CB,68,2018
Kyle Murphy,GB,RT,66,2018
Neal Sterling,JAX,TE,66,2018
Jylan Ware,OAK,RT,66,2018
Joe Dahl,DET,RG,66,2018
D.J. Tialavea,ATL,TE,66,2018
Giorgio Tavecchio,OAK,K,66,2018
Shamar Stephen,MIN,DT,65,2018
Corey Lemonier,NYJ,LOLB,65,2018
Ryan Russell,TB,RE,65,2018
Khyri Thornton,DET,DT,65,2018
Rashard Higgins,CLE,WR,65,2018
Cody Davis,LAR,FS,65,2018
Randall Evans,LAC,CB,65,2018
Treyvon Hester,OAK,DT,65,2018
Brian Parker,NYJ,TE,65,2018
Troymaine Pope,IND,HB,65,2018
Brian Allen,PIT,CB,65,2018
Beau Sandland,GB,TE,65,2018
Dallas Thomas,PHI,RG,64,2018
Trevor Robinson,ATL,C,64,2018
Devin Street,NYJ,WR,64,2018
Marcus Cromartie,SEA,FS,64,2018
Mike Liedtke,TB,LG,65,2018
Jayon Brown,TEN,MLB,64,2018
Sebastian Tretola,TEN,LG,64,2018
Nate Hairston,IND,CB,64,2018
Kalan Reed,TEN,CB,64,2018
Josh Boyce,CLE,WR,64,2018
Nate Sudfeld,WAS,QB,64,2018
Jarrod Pughsley,BAL,RG,64,2018
Jon Feliciano,OAK,C,63,2018
Julian Howsare,NYJ,FB,63,2018
Angelo Blackson,TEN,LE,63,2018
Tracy Howard,JAX,CB,63,2018
Alani Fua,ARI,LOLB,63,2018
Mike Thomas,LAR,WR,63,2018
D.J. White,KC,CB,63,2018
Joe Kerridge,GB,FB,63,2018
James Ferentz,NE,C,63,2018
Jordan Tripp,GB,MLB,62,2018
Deontae Skinner,NYG,ROLB,62,2018
Peyton Thompson,JAX,FS,62,2018
Adarius Glanton,TB,ROLB,65,2018
Josh Walker,HOU,RG,62,2018
Brandon Thompson,CIN,DT,67,2018
Ronald Patrick,WAS,C,62,2018
Sae Tautu,NO,LOLB,62,2018
Thomas Duarte,MIA,TE,62,2018
J.J. Dielman,CIN,C,66,2018
Brian Peters,HOU,MLB,61,2018
Matthias Farley,IND,SS,61,2018
Darius Jennings,TEN,WR,61,2018
Derek Watt,LAC,FB,61,2018
DaVonte Lambert,TB,DT,64,2018
Victor Ochi,TEN,LOLB,61,2018
Kevon Seymour,BUF,CB,66,2018
Josue Matias,TEN,RG,61,2018
Curtis Riley,TEN,FS,61,2018
Donteea Dye Jr,TB,WR,64,2018
Henry Krieger-Coble,DEN,TE,61,2018
Leonard Wester,TB,LT,63,2018
Zac Dysert,DAL,QB,60,2018
Joey Mbu,WAS,DT,60,2018
Donald Hawkins,KC,RG,60,2018
Quincy Mauger,ATL,SS,60,2018
Jake Brendel,MIA,C,60,2018
Jared Norris,CAR,LOLB,60,2018
Keyarris Garrett,CAR,WR,60,2018
Joe Walker,PHI,MLB,60,2018
Dexter McDonald,OAK,CB,60,2018
Olsen Pierre,ARI,DT,59,2018
Stephane Nembot,BAL,LT,59,2018
Nick Vigil,CIN,ROLB,67,2018
Akeem King,ATL,FS,57,2018
Lawrence Okoye,MIA,RE,56,2018
A.J. Francis,WAS,RE,55,2018
Charley Hughlett,CLE,TE,51,2018
John Denney,MIA,TE,48,2018
Jon Condo,OAK,TE,42,2018
Jon Weeks,HOU,TE,42,2018
Joshua Bellamy,CHI,WR,70,2018
Morgan Cox,BAL,TE,40,2018
Christian Westerman,CIN,RG,66,2018
Eric Berry,KC,SS,94,2018
Devante Bond,TB,ROLB,62,2018
Kevin Zeitler,CLE,RG,88,2018
Matthew Stafford,DET,QB,87,2018
Alshon Jeffery,PHI,WR,87,2018
Zach Strief,NO,RT,85,2018
Shaq Mason,NE,RG,85,2018
Jared Veldheer,ARI,RT,84,2018
D.J. Swearinger,WAS,FS,84,2018
Bobo Wilson Jr,TB,WR,62,2018
Jamison Crowder,WAS,WR,82,2018
Taylor Decker,DET,LT,82,2018
Tamba Hali,KC,ROLB,82,2018
David Amerson,OAK,CB,82,2018
Cole Beasley,DAL,WR,81,2018
Robert Quinn,LAR,ROLB,81,2018
Terrance West,BAL,HB,81,2018
Matt Milano,BUF,MLB,65,2018
Ronnie Stanley,BAL,LT,80,2018
Captain Munnerlyn,CAR,CB,80,2018
Donte Moncrief,IND,WR,80,2018
Chris Smith,CIN,LE,67,2018
Tavon Young,BAL,CB,80,2018
Don Jones,SF,FS,69,2018
Carson Wentz,PHI,QB,79,2018
Anthony Brown,DAL,CB,79,2018
Matt Kalil,CAR,LT,78,2018
Allen Bailey,KC,RE,77,2018
Eric Fisher,KC,LT,76,2018
Will Compton,WAS,MLB,75,2018
Andrew Tiller,KC,RG,75,2018
Kenny Clark,GB,LE,75,2018
Paul Worrilow,DET,LOLB,75,2018
Jeff Heath,DAL,FS,75,2018
Gareon Conley,OAK,CB,75,2018
Obi Melifonwu,OAK,FS,75,2018
Demario Davis,NYJ,MLB,74,2018
Shea McClellin,NE,LOLB,74,2018
Albert Wilson,KC,WR,74,2018
Eli Harold,SF,LOLB,69,2018
Jarran Reed,SEA,DT,73,2018
Kayvon Webster,LAR,CB,73,2018
Kerwynn Williams,ARI,HB,73,2018
Jamie Meder,CLE,DT,72,2018
Spencer Drango,CLE,LG,72,2018
A.J. Klein,NO,MLB,72,2018
LaDarius Gunter,GB,CB,72,2018
Jihad Ward,OAK,LE,72,2018
Deandre Coleman,BUF,DT,65,2018
Paxton Lynch,DEN,QB,72,2018
Marshall Newhouse,OAK,RT,71,2018
Ryan Smith,TB,FS,62,2018
Devin Taylor,NYG,RE,71,2018
Chris Hubbard,PIT,RT,71,2018
Matthew McCants,CLE,LT,71,2018
Zach Cunningham,HOU,ROLB,71,2018
Dawuane Smoot,JAX,RE,71,2018
Bucky Hodges,MIN,TE,71,2018
Albert McClellan,BAL,LOLB,70,2018
Hal Vaitai,PHI,RT,70,2018
Julie'n Davenport,HOU,RT,70,2018
Eric Murray,KC,FS,70,2018
Eric Saubert,ATL,TE,70,2018
MarQueis Gray,MIA,TE,69,2018
Jamon Brown,LAR,LG,69,2018
Breno Giacomini,HOU,RT,69,2018
Joe Schobert,CLE,ROLB,69,2018
Connor Cook,OAK,QB,69,2018
Denver Kirkland,OAK,LT,69,2018
Brandon Williams,ARI,CB,69,2018
Dontae Johnson,SF,CB,69,2018
Tyrone Holmes,CLE,LE,69,2018
Cameron Lynch,TB,LOLB,62,2018
Delano Hill,SEA,FS,68,2018
Darren Waller,BAL,TE,68,2018
C.J. Goodwin,ATL,CB,68,2018
Deonte Thompson,CHI,WR,69,2018
Chris Lewis-Harris,DEN,CB,68,2018
Carlos Watkins,HOU,DT,68,2018
Hroniss Grasu,CHI,C,69,2018
Alex Collins,SEA,HB,67,2018
Shilique Calhoun,OAK,ROLB,67,2018
Ryan Murphy,NYG,SS,67,2018
Dexter McCoil,LAC,FS,67,2018
Kenneth Acker,KC,CB,67,2018
Asante Cleveland,LAC,TE,67,2018
Kaleb Johnson,ARI,RG,67,2018
Dean Lowry,GB,LE,67,2018
Dekoda Watson,SF,ROLB,68,2018
Aaron Burbridge,SF,WR,67,2018
Kevin Hogan,CLE,QB,66,2018
Ben Koyack,JAX,TE,66,2018
Trey Hopkins,CIN,LG,66,2018
Morgan Fox,LAR,RE,66,2018
Kofi Amichia,GB,C,66,2018
David Moore,SEA,WR,66,2018
Matthew Ioannidis,WAS,RE,66,2018
Vince Mayle,BAL,WR,66,2018
Antwione Williams,DET,LOLB,65,2018
Al-Quadin Muhammad,NO,RE,65,2018
Kavon Frazier,DAL,SS,65,2018
Dare Ogunbowale,HOU,HB,65,2018
Chad Slade,HOU,LG,64,2018
Jayron Kearse,MIN,SS,64,2018
Matt Hazel,WAS,WR,64,2018
Tyler Matakevich,PIT,MLB,64,2018
Dylan Donahue,NYJ,ROLB,64,2018
Bug Howard,IND,WR,64,2018
Carl Lawson,CIN,LOLB,66,2018
Myles White,NYJ,WR,63,2018
Kareem Martin,ARI,LOLB,63,2018
Josh Forrest,LAR,LOLB,63,2018
Corey Nelson,DEN,MLB,66,2018
Ben Braden,NYJ,LG,63,2018
Adam Gotsis,DEN,RE,66,2018
Jeremiah Ledbetter,DET,DT,63,2018
Daniel Munyer,ARI,LG,63,2018
Amba Etta-Tawo,JAX,WR,63,2018
Eric Tomlinson,NYJ,TE,63,2018
Zach Vigil,WAS,LOLB,62,2018
Kyle Fuller,HOU,C,62,2018
Jarrod Wilson,JAX,SS,62,2018
Nick Easton,MIN,C,62,2018
Demarcus Ayers,PIT,WR,62,2018
Nic Grigsby,LAR,LOLB,62,2018
Moritz Boehringer,MIN,WR,62,2018
Shelby Harris,DEN,RE,66,2018
Brock Coyle,SF,MLB,68,2018
L.T. Walton,PIT,RE,61,2018
Derron Smith,CIN,FS,65,2018
Cole Hikutini,SF,TE,67,2018
Daniel Brunskill,ATL,RT,61,2018
Darrell Greene,PHI,RG,61,2018
Mario Alford,CLE,WR,60,2018
Mitch Mathews,MIA,WR,60,2018
Clay DeBord,DAL,LT,60,2018
Carroll Phillips,JAX,LE,60,2018
Freddie Bishop,NYJ,LOLB,59,2018
Trevor Bates,NE,MLB,57,2018
Chris Landrum,LAC,ROLB,57,2018
Freddie Martino,TB,WR,62,2018
Casey Kreiter,DEN,TE,41,2018
Joe Cardona,NE,TE,41,2018
Kyle Peko,DEN,DT,64,2018
Earl Thomas III,SEA,FS,94,2018
Jimmy Graham,SEA,TE,93,2018
Ben Roethlisberger,PIT,QB,91,2018
Ezekiel Elliott,DAL,HB,90,2018
Rodney Hudson,OAK,C,90,2018
Andrew Luck,IND,QB,90,2018
Michael Bennett,SEA,LE,90,2018
Doug Baldwin,SEA,WR,89,2018
Cameron Wake,MIA,LE,89,2018
Derek Carr,OAK,QB,89,2018
Darius Slay Jr,DET,CB,89,2018
Johnthan Banks,CHI,CB,67,2018
David DeCastro,PIT,RG,88,2018
T.J. Lang,DET,RG,87,2018
Ryan Schraeder,ATL,RT,87,2018
Melvin Gordon,LAC,HB,87,2018
Weston Richburg,NYG,C,86,2018
Ryan Kerrigan,WAS,LOLB,86,2018
Brandin Cooks,NE,WR,86,2018
Dak Prescott,DAL,QB,86,2018
Jurrell Casey,TEN,RE,86,2018
Jack Conklin,TEN,RT,86,2018
Brandon Marshall,NYG,WR,85,2018
Andrew Norwell,CAR,LG,84,2018
Davante Adams,GB,WR,84,2018
Joel Bitonio,CLE,LG,84,2018
Patrick DiMarco,BUF,FB,84,2018
Gabe Jackson,OAK,RG,84,2018
James Develin,NE,FB,84,2018
Ben Jones,TEN,C,83,2018
Charles Johnson,CAR,LE,83,2018
Jahleel Addae,LAC,SS,83,2018
Chris Jones,DAL,P,83,2018
Mike Wallace,BAL,WR,82,2018
John Greco,CLE,RG,82,2018
Mohamed Sanu Sr,ATL,WR,82,2018
Spencer Ware,KC,HB,82,2018
Christian Kirksey,CLE,MLB,82,2018
Kenny Vaccaro,NO,SS,82,2018
Matt Bosher,ATL,P,82,2018
Allen Hurns,JAX,WR,81,2018
Jason McCourty,CLE,CB,81,2018
Jamal Adams,NYJ,SS,81,2018
Sam Martin,DET,P,81,2018
Lawrence Timmons,MIA,MLB,80,2018
Kenny Stills,MIA,WR,80,2018
Tavaris Barnes,TB,ROLB,61,2018
Deone Bucannon,ARI,MLB,80,2018
Terrance Williams,DAL,WR,80,2018
Deon Bush,CHI,SS,66,2018
Rodney McLeod Jr,PHI,FS,80,2018
Marcus Mariota,TEN,QB,80,2018
Su'a CBAL,WAS,SS,80,2018
Ramik Wilson,KC,MLB,79,2018
Avery Williamson,TEN,MLB,79,2018
Tre Boston,LAC,FS,79,2018
Corey Davis,TEN,WR,79,2018
Nick Novak,HOU,K,79,2018
Tress Way,WAS,P,79,2018
Haloti Ngata,DET,DT,78,2018
Rob Ninkovich,NE,ROLB,78,2018
Bennie Logan,KC,DT,78,2018
Malcom Brown,NE,DT,78,2018
Laremy Tunsil,MIA,LT,78,2018
Kamar Aiken,IND,WR,78,2018
Torrey Smith,PHI,WR,78,2018
Jesse James,PIT,TE,78,2018
Matt Darr,MIA,P,78,2018
Trai Turner,CAR,RG,77,2018
Kony Ealy,NE,LE,77,2018
Duron Harmon,NE,SS,77,2018
Johnathan Hankins,IND,DT,76,2018
Joe Thuney,NE,LG,76,2018
Patrick Omameh,JAX,LG,76,2018
Dontrelle Inman,LAC,WR,76,2018
Da'Norris Searcy,TEN,SS,76,2018
Sterling Moore,NO,CB,76,2018
Britton Colquitt,CLE,P,76,2018
Josh Lambo,LAC,K,76,2018
D.J. Fluker,NYG,RT,75,2018
Lawrence Guy,NE,RE,75,2018
Nick Boyle,BAL,TE,75,2018
Kasim Edebali,DEN,ROLB,63,2018
Zach Fulton,KC,C,74,2018
Blake Martinez,GB,MLB,74,2018
DeAndre Houston-Carson,CHI,FS,66,2018
Brian Schwenke,IND,RG,74,2018
Kyle Emanuel,LAC,LOLB,74,2018
Ryan Switzer,DAL,WR,74,2018
Malik McDowell,SEA,DT,74,2018
Cody Parkey,CLE,K,74,2018
Menelik Watson,DEN,RT,73,2018
Pat Elflein,MIN,C,73,2018
Quinten Rollins,GB,CB,73,2018
B.J. Finney,PIT,LG,73,2018
Justin Hardy,ATL,WR,73,2018
Colton Schmidt,BUF,P,73,2018
Bradley Pinion,SF,P,73,2018
Freddie Stevenson,CHI,FB,73,2018
Jermon Bushrod,MIA,RG,72,2018
Jamize Olawale,OAK,FB,72,2018
Nathan Stupar,NO,LOLB,72,2018
Valentino Blake,NYG,CB,72,2018
Robert Blanton,DAL,SS,72,2018
A'Shawn Robinson,DET,DT,72,2018
Ryan Griffin,HOU,TE,72,2018
Will Redmond,SF,CB,67,2018
Joe Haeg,IND,RT,72,2018
Rontez Miles,NYJ,FS,72,2018
Darryl Morris,IND,CB,72,2018
Craig Mager,LAC,CB,72,2018
John Phillips,NO,TE,71,2018
Mark Glowinski,SEA,LG,71,2018
Laken Tomlinson,DET,LG,71,2018
Quandre Diggs,DET,CB,71,2018
Chris Hairston,LAC,RT,71,2018
Ryan Jensen,BAL,C,71,2018
Jonathan Anderson,CHI,MLB,66,2018
Marquis Flowers,CIN,LOLB,63,2018
Anthony Sherman,KC,FB,70,2018
Nick Williams,ATL,WR,70,2018
Eric Kush,CHI,C,69,2018
Robert Golden,PIT,FS,70,2018
Xavier Cooper,CLE,DT,70,2018
Eddie Yarbrough,BUF,LE,63,2018
Daimion Stafford,PIT,SS,70,2018
Orion Stewart,DEN,SS,63,2018
Jamal Carter,DEN,FS,62,2018
Shaquill Griffin,SEA,CB,70,2018
Jeremiah Poutasi,JAX,RG,69,2018
Cody Wichmann,LAR,RG,69,2018
Ted Larsen,MIA,LG,69,2018
Cornelius Lucas,DET,RT,69,2018
Jason Spriggs,GB,LT,69,2018
Jayrone Elliott,GB,LOLB,69,2018
Ronald Blair III,SF,LE,67,2018
Brandon Shell,NYJ,RT,69,2018
Taylor Hart,PHI,RT,69,2018
Vinnie Sunseri,SF,FS,64,2018
Anthony Zettel,DET,RE,69,2018
Trey Hendrickson,NO,LE,69,2018
Dezmin Lewis,BUF,WR,65,2018
T.J. Clemmings,MIN,LT,68,2018
Cassius Marsh,SEA,LOLB,68,2018
Dennis Kelly,TEN,LT,68,2018
Austin Davis,SEA,QB,68,2018
DeAndre Smelter,SF,WR,65,2018
Tyler Shatley,JAX,LG,68,2018
Brynden Trawick,TEN,SS,68,2018
Zaire Anderson,DEN,MLB,60,2018
Jermaine Eluemunor,BAL,RG,68,2018
Kentrell Brice,GB,FS,68,2018
Matt McGloin,PHI,QB,67,2018
Mike Pennel,NYJ,RE,67,2018
Adrian Phillips,LAC,FS,67,2018
Brandon Wilson,CIN,HB,64,2018
Jordan Johnson,BUF,HB,64,2018
Samson Ebukam,LAR,ROLB,67,2018
Kenny Wiggins,LAC,LG,66,2018
Demontre Hurst,TEN,FS,66,2018
L.J. Fort,PIT,MLB,66,2018
Anthony Chickillo,PIT,LOLB,66,2018
Jeremiah George,IND,MLB,66,2018
Ben Garland,ATL,C,66,2018
Dan France,CAR,LT,66,2018
Kentrell Brothers,MIN,ROLB,66,2018
Josh Johnson,JAX,CB,66,2018
Doran Grant,JAX,CB,66,2018
Gabe Ikard,CLE,C,65,2018
Vincent Taylor,MIA,DT,65,2018
Nat Berhe,NYG,SS,65,2018
Dean Marlowe,CAR,SS,65,2018
Ted Karras,NE,C,65,2018
Michael Tyson,SEA,SS,65,2018
Dezmen Southward,CAR,SS,65,2018
Robert Davis,WAS,WR,65,2018
David Johnson,PIT,TE,64,2018
James Wright,CLE,WR,64,2018
Blake Bell,SF,TE,65,2018
David King,KC,LE,64,2018
Uzoma Nwachukwu,DAL,WR,64,2018
Brad Kaaya,DET,QB,64,2018
Chris Milton,IND,CB,64,2018
Neiko Thorpe,SEA,CB,64,2018
Keavon Milton,PIT,RT,64,2018
Jordan Payton,CLE,WR,64,2018
Kevin Graf,ATL,LT,64,2018
Artavis Scott,LAC,WR,64,2018
Keion Adams,PIT,ROLB,64,2018
D.J. Jones,SF,DT,64,2018
Zach Moore,CAR,LE,64,2018
Damore'ea Stringfellow,MIA,WR,64,2018
Sammy Seamster,DAL,CB,64,2018
Frankie Hammond,NYJ,WR,63,2018
Austin Shepherd,MIN,LG,63,2018
Josh Johnson,NYG,QB,63,2018
Terence Garvin,SEA,MLB,63,2018
Brittan Golden,ARI,WR,63,2018
Jordan Morgan,CHI,LG,68,2018
Pita Taumoepenu,SF,ROLB,63,2018
Clayton Fejedelem,CIN,SS,63,2018
Tanner Vallejo,BUF,LOLB,63,2018
Lorenzo Jerome,SF,FS,63,2018
Kamu Grugier-Hill,PHI,ROLB,63,2018
Anthony Johnson,NYJ,LE,62,2018
David Fales,MIA,QB,62,2018
Jordan Carrell,DAL,DT,62,2018
Prince Iworah,SF,CB,62,2018
Aaron Grymes,PHI,CB,62,2018
Ezra Robinson,JAX,CB,62,2018
Josh Andrews,PHI,C,61,2018
Keenan Reynolds,BAL,WR,61,2018
Ryan Spadola,DET,WR,61,2018
Marwin Evans,GB,SS,61,2018
Jessamen Dunker,NYG,RG,61,2018
Krishawn Hogan,ARI,WR,61,2018
Hardy Nickerson,CIN,MLB,62,2018
Eric Pinkins,NYG,ROLB,58,2018
Kevin McDermott,MIN,TE,50,2018
Don Muhlbach,DET,TE,49,2018
Carson Tinker,JAX,TE,46,2018
Tanner Purdum,NYJ,TE,46,2018
Beau Brinkley,TEN,TE,46,2018
Aaron Brewer,ARI,TE,45,2018
J.J. Jansen,CAR,TE,44,2018
John Theus,SF,RT,64,2018
Rick Lovato,PHI,TE,42,2018
Kameron Canaday,PIT,TE,42,2018
Vontarrius Dora,DEN,ROLB,58,2018
Luke Kuechly,CAR,MLB,98,2018
Marshal Yanda,BAL,RG,96,2018
Brandon Graham,PHI,RE,95,2018
Ndamukong Suh,MIA,DT,93,2018
Greg Olsen,CAR,TE,92,2018
Fletcher Cox,PHI,DT,91,2018
Kyle Juszczyk,SF,FB,91,2018
Lane Johnson,PHI,RT,90,2018
